item,itemLabel,startDate,endDate
Q3068171,Felix Rohatyn,1997-08-01,2000-12-07
Q5919823,Howard H. Leach,2001-07-12,2005-04-16
Q3002054,Craig Roberts Stapleton,2005-06-21,2009-01-29
Q2960128,Charles Rivkin,2009-06-01,2013-11-20
Q18057116,Jane D. Hartley,2014-09-26,2017-01-29
Q6147195,Jamie McCourt,2017-11-20,2021-01-20
Q13571907,Denise Bauer,2021-12-18,
