item,itemLabel,startDate,endDate,psid
Q104587353,Kathleen Hicks,2021-02-09,,Q104587353-2381411b-466a-bcc1-4f3a-f0d6a403571a
Q1066337,"Charles Duncan, Jr.",1977-01-31,1979-07-26,Q1066337-B2283F63-6D3D-47CA-A268-E60E4821B95B
Q1335625,Robert B. Anderson,1954-05-03,1955-08-04,Q1335625-254A22EC-D601-441C-A2BF-1A1AA13A4243
Q1361114,"Thomas S. Gates, Jr.",1959-06-08,1959-12-01,Q1361114-FF8C1F35-DF5D-4472-B405-810431D7B465
Q1369015,John M. Deutch,1994-03-11,1995-05-10,Q1369015-EF1AAB83-9585-46B5-8FC3-567ABCD8EA89
Q2061526,Paul Nitze,1967-07-01,1969-01-20,Q2061526-977C6BEF-A5F2-4C0A-B9CC-DAAB334E9121
Q219861,Paul Wolfowitz,2001-01-20,2005-06-01,Q219861-4D01D02C-2EDE-4005-8C07-96EDCB14F759
Q28967998,Patrick M. Shanahan,2018-07-19,2019-06-23,Q28967998-1a64d876-49eb-16c8-bd09-b1d998274528
Q29346709,David Norquist,2019-01-01,2019-07-23,Q29346709-33F5CF7E-44A4-4692-A8A1-77C0A6EE201A
Q29346709,David Norquist,2019-07-31,2021-02-08,Q29346709-9D61E0AC-EFFE-4F61-8508-6E849A07DD02
Q296661,Cyrus Vance,1964-01-28,1967-06-30,Q296661-6D9499AB-FCEA-4D6C-AB7B-2DCCE079A5A5
Q323508,Gordon R. England,2006-01-04,2009-02-11,Q323508-D5416D01-CD8E-41BD-BFBD-2FA806438254
Q380484,David Packard,1969-01-24,1971-12-13,Q380484-50E4B10E-464E-4241-AD2C-EFFEE3B5C9EE
Q518861,Frank Carlucci,1981-02-04,1982-12-31,Q518861-C36B3588-BC2F-44DD-9F68-75DEF581C45B
Q539791,William Perry,1993-01-21,1994-02-03,Q539791-17CB4B48-5E7B-4E5A-ADEE-F92B31F2007A
Q545307,Bill Clements,1973,1977,Q545307-B5CFAD9F-E8BB-436D-87D6-67108399D11A
Q981379,"W. Graham Claytor, Jr.",1979-08-21,1981-01-16,Q981379-e71e2124-497b-4794-b6e9-88f351a3e788
