item,itemLabel,startDate,endDate,psid
Q1064300,Charles Evans Whittaker,1957-03-22,1962-03-31,Q1064300-E99C3A4F-E081-47A1-990B-6042CC7DD4B5
Q11109,John Paul Stevens,1975-12-19,2010-06-29,Q11109-F0ED902B-F822-4FDA-8759-DA4E56783B29
Q11132,Sandra Day O'Connor,1981-09-21,2006-01-31,Q11132-4969D01E-B3AE-4833-A524-2DFA31202E8F
Q11142,Clarence Thomas,1991-10-23,,Q11142-af92421a-4227-beae-d99e-af47ea7da8e5
Q1234235,Stephen Johnson Field,1863-03-10,1897-12-01,Q1234235-417ADF8B-FED5-4B81-AF91-9E7437D8D1D1
Q1238208,Peter Vivian Daniel,1842-01-10,1860-05-31,Q1238208-c2924d65-c137-49a1-a2e5-2e001e8f92fa
Q1250079,James Moore Wayne,1835-01-14,1867-07-05,Q1250079-7e822f22-402b-87e4-6d89-4b9af354a353
Q1261880,Smith Thompson,1823-09-01,1843-12-18,Q1261880-47752478-4b8e-e1d0-b8c8-4fd869363afa
Q1293854,Edward Terry Sanford,1923-01-29,1930-03-08,Q1293854-21d5e88f-8b7a-462e-85f4-43d488c8abcf
Q1323255,Harry Blackmun,1970-06-09,1994-08-03,Q1323255-5C266F6E-2017-472E-A8F1-C6B0C711DEB9
Q1359993,Potter Stewart,1958-10-14,1981-07-03,Q1359993-A36B736B-5BF9-420E-857D-AC236ED6D21C
Q1368374,Joseph Story,1812-02-03,1845-09-10,Q1368374-2EF45883-3959-436B-B651-B1ACFC64729E
Q1371498,John McLean,1829-03-07,1861-04-04,Q1371498-2568a2aa-4a2d-373f-4f1e-6d9852a26499
Q1391996,William O. Douglas,1939-04-15,1975-11-12,Q1391996-457B35A3-E023-417B-9775-7F78BD6F4D3A
Q1395635,Pierce Butler,1922-12-21,1939-11-16,Q1395635-F09FDA7B-B4ED-4EE4-AA4F-381288B69715
Q1403472,Felix Frankfurter,1939-01-20,1962-08-28,Q1403472-98FE9029-4587-4C19-B50C-9C59EBFD3BC3
Q1404270,Willis Van Devanter,1910-12-16,1937-06-02,Q1404270-2b91eb98-45d3-d300-d998-3e06e5448e17
Q1427073,William Johnson,1804-05-07,1834-08-04,Q1427073-73C3E072-9E21-430D-8B42-7A30EEBCA72C
Q1489164,Gabriel Duvall,1811-11-18,1835-01-12,Q1489164-007ce2cc-432f-ffc8-4b28-be82322a2f17
Q1508251,"George Shiras, Jr.",1892-07-26,1903-02-23,Q1508251-769777C4-DBE1-47C9-8555-B2B6EDC646B1
Q1508314,George Sutherland,1922-09-05,1938-01-17,Q1508314-bd8a3a1b-4847-8dca-a56a-0c1337f3ecaf
Q1521765,Noah Haynes Swayne,1862-01-24,1881-01-24,Q1521765-8482EB35-0CA7-4DFB-BF63-974B9A20F6FF
Q15488345,Neil Gorsuch,2017-04-10,,Q15488345-2267f34c-424f-a294-79b1-bbfa5f87a8d7
Q1549250,Lucius Q. C. Lamar,1888-01-16,1893-01-23,Q1549250-9531C485-CA49-4AD0-8202-D442FE689777
Q1587475,Joseph P. Bradley,1870-03-21,1892-01-22,Q1587475-13B460A4-5CC0-4E8B-9DB1-84AC70222E48
Q1606519,Henry Billings Brown,1890-12-29,1906-05-28,Q1606519-64ecfcd0-4312-5902-3be8-7f1fc7e48364
Q1606548,Henry Brockholst Livingston,1806-11-10,1823-03-18,Q1606548-4B73510B-B67D-4B57-AB83-884DE97D5E29
Q1626713,Wiley Blount Rutledge,1943-02-11,1949-09-10,Q1626713-17E6FCA9-B5F4-4718-9D32-13CB9BCA105D
Q1627868,Horace Gray,1881-12-20,1902-09-15,Q1627868-D22065ED-7AE1-43A3-8BFB-030AB7FEE217
Q1627872,Horace Harmon Lurton,1909-12-20,1914-07-12,Q1627872-D9F973F1-9735-46AD-8AD8-99BF129A62E0
Q1648806,Robert Cooper Grier,1846-08-04,1870-01-31,Q1648806-c92e095c-a7b4-4323-8a5d-a0b315e67502
Q166436,Bushrod Washington,1798-12-20,1829-11-26,Q166436-1ddd7f47-4366-e9d7-2381-e2fa841c0a55
Q1699162,John Archibald Campbell,1853-03-23,1861-04-30,Q1699162-3130E351-930E-4EE3-B74A-41E68E636106
Q1699569,John Catron,1791-03-05,1865-05-30,Q1699569-ec648f0d-c81d-455a-9104-3c28e300c7f8
Q1700452,John Hessin Clarke,1916-07-24,1922-09-18,Q1700452-FB22B006-172B-4873-96A9-BEEBE8DF6E3F
Q1700972,John Marshall Harlan,1877-11-29,1911-10-14,Q1700972-207641E3-9979-463D-A279-08ED9C08C59D
Q1707930,Joseph Rucker Lamar,1910-12-17,1916-01-02,Q1707930-D8FA8CAE-94CD-45DD-965E-05051D7A2FB7
Q1714230,Robert Trimble,1826-05-09,1828-08-25,Q1714230-8d27bc24-5157-44ba-a4ad-ba52a229a73d
Q1717971,Samuel Nelson,1845-02-14,1872-11-28,Q1717971-74f7e139-30d7-4a0b-a091-86201a24345d
Q1771524,Stanley Forman Reed,1938-01-27,1957-02-25,Q1771524-6383694C-D24A-4A1A-918D-D44E4CDC7B58
Q1849894,Sherman Minton,1949-10-05,1956-10-15,Q1849894-23F759DE-814F-4E4A-B83C-CE0685C5B762
Q186278,Mahlon Pitney,1912-03-13,1922-12-31,Q186278-a6ff1ffb-409a-6ca1-f523-46e9b48d8b7e
Q202276,Benjamin Robbins Curtis,1851-09-22,1857-09-30,Q202276-519E0A03-6A91-4CE2-86C5-7FCE454C99F4
Q2063381,William Cushing,1789-09-27,1810-09-13,Q2063381-9DC27925-4424-4409-B799-3C157B772542
Q2174811,Rufus W. Peckham,1895-12-09,1909-10-24,Q2174811-4C6F8A07-B8F8-4330-A787-159A21E6736B
Q2218019,Samuel Blatchford,1882-03-22,1893-07-07,Q2218019-39684169-86AF-4D15-92FA-1BF40D4F124D
Q2218270,Samuel Freeman Miller,1862-07-16,1890-10-13,Q2218270-6678D0CE-BD38-4B75-ADE7-4843FB0102B1
Q2427667,Thomas Todd,1807-03-03,1826-02-07,Q2427667-eb1c996c-ab45-4223-a312-779a17dc20e3
Q24389,Edward Douglass White,1894-03-12,1910-12-18,Q24389-34b9d0bc-4c9b-83c4-03d8-0349be9166d9
Q252739,"Lewis F. Powell, Jr.",1972-01-07,1987-06-26,Q252739-69942495-B459-46E0-9419-02E1FDAAB655
Q2545208,Ward Hunt,1872-12-11,1882-01-27,Q2545208-0C66DF0F-28DA-4CCB-979E-2410F24581A2
Q2578164,William Burnham Woods,1880-12-21,1887-05-14,Q2578164-E467EB12-523C-4F35-B2B4-58A656538D17
Q2580679,William Strong,1870-02-18,1880-12-14,Q2580679-f0772ab2-4f07-c703-48bf-43effe54c88d
Q2622090,Alfred Moore,1800-04-21,1804-01-26,Q2622090-4b7b5630-4461-3cc2-9229-8ccb0236a5e7
Q285521,Samuel Chase,1796-01-27,1811-06-19,Q285521-A511FBF2-34D5-4AF2-B031-D3CDA4ED7C5E
Q29863844,Amy Coney Barrett,2020-10-26,,Q29863844-f6656f01-4014-37d9-012d-7e71acbabc74
Q311562,William Rehnquist,1972-01-07,1986-09-26,Q311562-fb8aca99-44db-bf28-040c-8c9185932176
Q312348,Thurgood Marshell,1967-10-02,1991-10-01,Q312348-76CEA346-5F2B-45A2-9EE3-AB78CFD5BE5C
Q313252,Charles Evans Hughes,1910-10-10,1916-06-10,Q313252-C2A5C848-55E2-4158-9E08-489A138DD7F6
Q318143,Abe Fortas,1965-10-04,1969-05-14,Q318143-63D1BDF8-8B63-42EA-A760-36D6D941F810
Q360574,Oliver Wendell Holmes,1902-12-04,1932-01-12,Q360574-1CD58897-C0C9-4AA7-AC68-2930A0749C9C
Q365181,James Wilson,1790,1795,Q365181-17e32812-4337-a9c7-93c1-b277c949b56b
Q370781,John Rutledge,1790-02-15,1791-03-05,Q370781-6105f807-4548-127a-23f4-965e528c6cf3
Q374427,David Davis,1862-10-17,1877-03-04,Q374427-e692d7ea-4f66-3529-9463-3745a5aa6933
Q432726,James F. Byrnes,1941-07-08,1942-10-03,Q432726-C7A45458-4609-45F7-B3D9-79F2C5EACE37
Q459752,Hugo Black,1937-08-18,1971-09-17,Q459752-36B4725E-284F-4598-98CE-65D2071FFA12
Q472547,David Souter,1990-10-09,2009-06-29,Q472547-33CB3A2F-1664-4637-921B-0D76A2A9D765
Q4962244,Brett Kavanaugh,2018-10-06,,Q4962244-c1d6d563-43e4-dda6-fdc2-7bb6c6a2b8aa
Q505450,Robert H. Jackson,1941-07-11,1954-10-09,Q505450-CF6A6517-5D7C-4B4C-A962-A581E504A9CE
Q507075,Stanley Matthews,1881-05-12,1889-03-22,Q507075-037386D3-D456-49A4-9EA2-ACF890EDCB95
Q507177,Harold Hitz Burton,1945-09-22,1958-10-13,Q507177-6D90DCC3-C7FA-4F65-9639-629C8DAC410F
Q520840,Louis Brandeis,1916-06-01,1939-02-13,Q520840-a279bd2b-4c1d-d1df-2a00-6bcf4f6077f0
