item,itemLabel,startDate,endDate
"",Samuel B. M. Young,1903-08-15,1904-01-08
Q2541061,Adna Chaffee,1904-01-09,1906-01-14
Q6963925,John C. Bates,1906-01-15,1906-04-13
Q6105750,J. Franklin Bell,1906-04-14,1910-04-21
Q887716,Leonard Wood,1910-04-22,1914-04-21
"",William W. Wotherspoon,1914-04-22,1914-11-16
Q12068551,Hugh L. Scott,1914-11-17,1917-09-22
Q2121097,Tasker H. Bliss,1917-09-23,1918-05-19
Q373428,Peyton C. March,1918-05-20,1921-06-30
Q272383,John J. Pershing,1921-07-01,1924-09-13
Q6243604,John L. Hines,1924-09-14,1926-11-20
"",Charles P. Summerall,1926-11-21,1930-11-20
Q127417,Douglas MacArthur,1930-11-21,1935-10-01
Q328351,Malin Craig,1935-10-02,1939-08-31
Q151414,George C. Marshall,1939-09-01,1945-11-18
Q9916,Dwight D. Eisenhower,1945-11-19,1948-02-06
Q207955,Omar Bradley,1948-02-07,1949-08-15
Q301853,J. Lawton Collins,1949-08-16,1953-08-14
"",Matthew B. Ridgway,1953-08-15,1955-06-29
Q313972,Maxwell D. Taylor,1955-06-30,1959-06-30
"",Lyman L. Lemnitzer,1959-07-01,1960-09-30
"",George H. Decker,1960-10-01,1962-09-30
"",Earle G. Wheeler,1962-10-01,1964-07-02
"",Harold K. Johnson,1964-07-03,1968-07-02
"",William C. Westmoreland,1968-07-03,1972-06-30
Q4978107,Bruce Palmer Jr.,1972-07-01,1972-10-11
"",Creighton W. Abrams,1972-10-12,1974-09-04
Q368536,Frederick C. Weyand,1974-10-03,1976-09-30
Q822756,Bernard W. Rogers,1976-10-01,1979-06-21
Q5342154,Edward C. Meyer,1979-06-22,1983-06-21
Q465086,John A. Wickham Jr.,1983-07-23,1987-06-23
Q5040076,Carl E. Vuono,1987-06-23,1991-06-21
Q239649,Gordon R. Sullivan,1991-06-21,1995-06-20
"",Dennis J. Reimer,1995-06-20,1999-06-21
"",Eric K. Shinseki,1999-06-21,2004-07-11
"",Peter J. Schoomaker,2004-08-01,2007-04-10
Q430701,George W. Casey Jr.,2007-04-10,2011-04-10
"",Martin E. Dempsey,2011-04-11,2011-09-07
Q719941,Raymond T. Odierno,2011-09-07,2015-08-14
Q6766465,Mark A. Milley,2015-08-14,2019-08-09
Q20707727,James C. McConville,2019-08-09,
