item,itemLabel,startDate,endDate,psid
Q104887666,Jewel H. Bronaugh,2021-05-17,,Q104887666-D22734BB-CBAA-447E-A73C-BCC21312EE8C
Q28317075,Michael Scuse,2016-03-01,2017-01-20,Q28317075-76B30C9F-90DF-4390-8052-B713381C62B2
Q292936,Ann Veneman,1991,1993,Q292936-D2D5ADF1-3CAC-48E0-83A8-77C51CF477FB
Q2967584,Charles F. Conner,2005-05-02,2009-01-20,Q2967584-2B1B00B1-5842-48A2-BD0A-433603D0EFF3
Q29920096,Krysta Harden,2013-07-23,2016-02-29,Q29920096-FE4155B6-EF4F-4F17-B94C-73735A55B2C0
Q30274534,Mike Young (agriculture official),2017-01-20,2017-10-10,Q30274534-3E4F1C04-5E59-4949-B11F-7CA68AD9FA4E
Q34414080,Stephen Censky,2017-10-11,2020-11-08,Q34414080-64BE3899-741D-4FD2-88E6-B229DED1E0E7
Q376348,Richard Edmund Lyng,1981,1985,Q376348-15DCD151-1ECC-4ACA-819D-DFF42916465F
Q6114525,Jack Parnell,1989,1991,Q6114525-52B5BC37-13D4-46BF-8EB8-1790C66EAE20
Q6198942,Jim Williams,1979,1981,Q6198942-9AFF8589-94C2-48D1-A8AE-F733E93F2ECC
Q6224672,John Coyle White,1977,1978,Q6224672-573293AE-D1E5-4E28-8D9E-9A8E2391C9B8
Q62567719,Richard Rominger,1993-05-12,2001-01-20,Q62567719-83BF2E1B-2C1B-4065-BEF4-9B0377BAA269
Q6376845,Kathleen Merrigan,2009-04-08,2013-03-14,Q6376845-5E355DF2-6EF7-406B-A82E-3DBE51672E19
Q7173137,Peter C. Myers,1986,1989,Q7173137-7F72F942-A8F6-4E0C-B202-160C63131E77
Q72714294,John R. Norton III,1985,1986,Q72714294-58779C6A-AA88-4963-8C1C-0BBEA95E6A11
