item,itemLabel,startDate,endDate
Q1701503,John Steelman,1946-12-12,1953-01-20
Q775070,Sherman Adams,1953-01-20,1958-10-07
Q464778,Wilton Persons,1958-10-07,1961-01-20
Q332170,Kenneth O'Donnell,1961-01-20,1963-11-22
Q366201,Marvin Watson,1965-02-01,1968-04-26
Q1268791,James R. Jones,1968-04-26,1969-01-20
Q958413,H. R. Haldeman,1969-01-20,1973-04-30
Q107957,Alexander Haig,1973-05-04,1974-09-21
Q184650,Donald Rumsfeld,1974-09-21,1975-11-20
Q48259,Dick Cheney,1975-11-20,1977-01-20
Q366343,Hamilton Jordan,1979-07-18,1980-06-11
Q366337,Jack Watson,1980-06-11,1981-01-20
Q223151,James Baker,1981-01-20,1985-02-04
Q1240286,Donald Regan,1985-02-04,1987-02-27
Q1337643,Howard Baker,1987-02-27,1988-07-01
Q924842,Kenneth Duberstein,1988-07-01,1989-01-20
Q887489,John Sununu,1989-01-20,1991-12-16
"",Samuel Skinner,1991-12-16,1992-08-23
Q223151,James Baker,1992-08-23,1993-01-20
Q959007,Mack McLarty,1993-01-20,1994-07-17
Q244631,Leon Panetta,1994-07-17,1997-01-20
Q731097,Erskine Bowles,1997-01-20,1998-10-20
Q1290476,John Podesta,1998-10-20,2001-01-20
Q504029,Andrew Card,2001-01-20,2006-04-14
Q649653,Joshua Bolten,2006-04-14,2009-01-20
Q298443,Rahm Emanuel,2009-01-20,2010-10-01
Q1290431,Pete Rouse,2010-10-01,2011-01-13
Q1370400,Bill Daley,2011-01-13,2012-01-27
Q1677579,Jack Lew,2012-01-27,2013-01-20
Q3702047,Denis McDonough,2013-01-20,2017-01-20
Q1357640,Reince Priebus,2017-01-20,2017-07-31
Q6232322,John F. Kelly,2017-07-31,2019-01-02
Q1235731,Mick Mulvaney,2019-01-02,2020-03-31
Q3956796,Mark Meadows,2020-03-31,2021-01-20
Q649898,Ron Klain,2021-01-20,
