item,itemLabel,startDate,endDate
Q28033840,David Stringer,2017-01-09,2018-12-31
Q20090380,Noel W. Campbell,2017-01-09,2018-12-31
Q27824101,Daniel Hernandez Jr.,2017-01-09,2018-12-31
Q16241820,Rosanna Gabaldon,2017-01-09,2018-12-31
Q15615882,Sally Ann Gonzales,2017-01-09,2018-12-31
Q16875256,Macario Saldate,2017-01-09,2018-12-31
Q22679070,Charlene Fernandez,2017-01-09,2018-12-31
Q27967836,Jesus Rubalcava,2017-01-09,2017-07-19
Q37527076,Geraldine Peten,2017-08-16,2018-12-31
Q28823476,Paul Mosley,2017-01-09,2018-12-31
Q23015903,Regina Cobb,2017-01-09,2018-12-31
Q16198079,Brenda Barton,2017-01-09,2018-12-31
Q16886121,Bob Thorpe,2017-01-09,2018-12-31
Q27999393,Eric Descheenie,2017-01-09,2018-12-31
Q27997485,Wenona Benally,2017-01-09,2018-12-31
Q28421779,David Cook,2017-01-09,2018-12-31
Q7670522,T.J. Shope,2017-01-09,2018-12-31
Q28033826,Pamela Hannley,2017-01-09,2018-12-31
Q19866055,Randall Friese,2017-01-09,2018-12-31
Q28033827,Kirsten Engel,2017-01-09,2018-12-31
Q28033828,Todd Clodfelter,2017-01-09,2018-12-31
Q26703571,Mark Finchem,2017-01-09,2018-12-31
Q26703572,Vince Leach,2017-01-09,2018-12-31
Q15615754,Eddie Farnsworth,2017-01-09,2018-12-31
Q28033829,Travis Grantham,2017-01-09,2018-12-31
Q15526855,Darin Mitchell,2017-01-09,2018-12-31
Q16885652,Don Shooter,2017-01-09,2018-02-01
Q48817975,Tim Dunn,2018-02-13,2018-12-31
Q28033830,Becky Nutt,2017-01-09,2018-12-31
Q28033831,Drew John,2017-01-09,2018-12-31
Q16146490,John Allen,2017-01-09,2018-12-31
Q16202901,Heather Carter,2017-01-09,2018-12-31
Q5300372,Doug Coleman,2017-01-09,2018-12-31
Q16201642,Kelly Townsend,2017-01-09,2018-12-31
Q26703341,Jeff Weninger,2017-01-09,2018-12-31
Q15616057,J. D. Mesnard,2017-01-09,2018-12-31
Q23771444,Jill Norgaard,2017-01-09,2018-12-31
Q28540663,Denise Epstein,2017-01-09,2018-12-31
Q16201861,Mark A. Cardenas,2017-01-09,2018-12-31
Q26703666,Diego Espinoza,2017-01-09,2018-12-31
Q15526725,Paul Boyer,2017-01-09,2018-12-31
Q26703340,Anthony Kern,2017-01-09,2018-12-31
Q28421829,Kevin Payne,2017-01-09,2018-12-31
Q23771426,Tony Rivero,2017-01-09,2018-12-31
Q15526804,David Livingston,2017-01-09,2018-12-31
Q15526816,Phil Lovas,2017-01-09,2017-04-17
Q29577974,Ben Toma,2017-04-26,2018-12-31
Q27068118,Jay Lawrence,2017-01-09,2018-12-31
Q16122988,Michelle Ugenti,2017-01-09,2018-12-31
Q16105836,Lela Alston,2017-01-09,2018-12-31
Q28055507,Ken Clark,2017-01-09,2018-12-31
Q28033832,Michelle Udall,2017-01-09,2018-12-31
Q7381374,Russell Bowers,2017-01-09,2018-12-31
Q28033837,Isela Blanc,2017-01-09,2018-12-31
Q28033836,Athena Salman,2017-01-09,2018-12-31
Q26703636,Reginald Bolding,2017-01-09,2018-12-31
Q7301883,Rebecca Rios,2017-01-09,2018-12-31
Q28033834,Maria Syms,2017-01-09,2018-12-31
Q28033835,Kelli Butler,2017-01-09,2018-12-31
Q26703635,Richard C. Andrade,2017-01-09,2018-12-31
Q27983465,Cesar Chavez,2017-01-09,2018-12-31
Q28421830,Ray Martinez,2017-01-09,2018-12-31
Q28033833,Tony Navarrete,2017-01-09,2018-12-31
