item,itemLabel,startDate,endDate,sourceDate,psid
Q521114,Martin Neil Baily,1999-08-12,2001-01-20,,Q521114-BDB9E4B4-93DC-4216-8F4C-F683B38CDBB5
Q940771,Glenn Hubbard,2001-05-11,2003-02-28,,Q940771-CD7B54F0-93D7-4B7D-9DAD-49AEA5DA6872
Q185734,Greg Mankiw,2003-05-29,2005-02-18,,Q185734-6B57670F-3F1A-40F0-989E-A631725A73BD
Q1587931,Harvey S. Rosen,2005-02-23,2005-06-10,,Q1587931-378F4B2C-52E4-4B0C-8067-7E642EAB7C06
Q201795,Ben Bernanke,2005-06-21,2006-01-31,,Q201795-0360076B-2AF7-4389-B376-87B39E46EC0D
Q448413,Edward Lazear,2006-02-27,2009-01-20,,Q448413-864AEA7F-E781-4266-8C04-7F8F9E4E3B39
Q270379,Christina Romer,2009-01-28,2010-09-03,,Q270379-8C399049-F555-4549-A1CE-F870B1D87B7D
Q780691,Austan Goolsbee,2010-09-10,2011-08-05,,Q780691-A031CEA2-61B5-40EE-8D63-444318D626C1
Q931129,Alan B. Krueger,2011-11-07,2013-08-02,,Q931129-1940D0FB-969E-4930-8113-391A11F152EA
Q6162531,Jason Furman,2013-08-02,2017-01-20,,Q6162531-6C0FA2A1-19DB-49E2-BB68-8F0C4D19256E
Q6396461,Kevin Hassett,2017-09-13,2019-06-28,,Q6396461-975E46FC-4C2A-4D2B-8ABA-94CBB232FD19
Q7818305,Tomas J. Philipson,2019-06-28,2020-06-23,,Q7818305-8B20B214-6A2B-4C11-8148-13746352EA1B
Q55433012,Tyler Goodspeed,2020-06-23,2021-01-07,,Q55433012-E4CEAB4C-0D34-416B-BEC0-1272D9323890
Q616305,Cecilia Rouse,2021-03-12,,,Q616305-7578d21b-441f-7104-db6b-6b1b8952755d
