@@,itemlabel,item,startdate,enddate
+++,Aaron Lieberman,Q60736984,2019-01-15,2020-12-31
+++,Alma Hernandez,Q60639291,2019-01-15,2020-12-31
->,Amish Shah,Q60736979,2019-01-14->2019-01-15,NULL->2020-12-31
+++,Andrés Cano,Q60462323,2019-01-15,2020-12-31
+++,Anthony Kern,Q26703340,2019-01-15,2020-12-31
+++,Arlando Teller,Q60605647,2019-01-15,2020-12-31
+++,Athena Salman,Q28033836,2019-01-15,2020-12-31
+++,Becky Nutt,Q28033830,2019-01-15,2020-12-31
+++,Ben Toma,Q29577974,2019-01-15,2020-12-31
+++,Bob Thorpe,Q16886121,2019-01-15,2020-12-31
+++,Bret Roberts,Q60606512,2019-01-15,2020-12-31
+++,Cesar Chavez,Q108619569,2019-01-15,2020-12-31
+++,Charlene Fernandez,Q22679070,2019-01-15,2020-12-31
+++,Daniel Hernandez Jr.,Q27824101,2019-01-15,2020-12-31
+++,David Cook,Q28421779,2019-01-15,2020-12-31
+++,David Stringer,Q28033840,2019-01-15,2019-03-27
+++,Denise Epstein,Q28540663,2019-01-15,2020-12-31
+++,Diego Espinoza,Q26703666,2019-01-15,2020-12-31
+++,Diego Rodriguez,Q60736980,2019-01-15,2020-12-31
->,Domingo DeGrazia,Q60606479,2019-01-14->2019-01-15,NULL->2020-12-31
+++,Frank Carroll,Q60736976,2019-01-15,2020-12-31
+++,Gail Griffin,Q16224676,2019-01-15,2020-12-31
+++,Geraldine Peten,Q37527076,2019-01-15,2020-12-31
+++,Isela Blanc,Q28033837,2019-01-15,2020-12-31
+++,Jay Lawrence,Q27068118,2019-01-15,2020-12-31
+++,Jeff Weninger,Q26703341,2019-01-15,2020-12-31
+++,Jennifer Jermaine,Q60617172,2019-01-15,2020-12-31
+++,Jennifer Longdon,Q60617457,2019-01-15,2020-12-31
+++,Jennifer Pawlik,Q60617144,2019-01-15,2020-12-31
+++,Joanne Osborne,Q60606529,2019-01-15,2020-12-31
+++,John Allen,Q16146490,2019-01-15,2020-12-31
+++,John Fillmore,Q60736953,2019-01-15,2020-12-31
+++,John Kavanagh,Q16730658,2019-01-15,2020-12-31
+++,Kelli Butler,Q28033835,2019-01-15,2020-12-31
->,Kelly Townsend,Q16201642,2013-01-14->2019-01-15,2021-01-11->2020-12-31
+++,Kevin Payne,Q28421829,2019-01-15,2020-12-31
+++,Kirsten Engel,Q28033827,2019-01-15,2020-12-31
+++,Leo Biasiucci,Q60605510,2019-01-15,2020-12-31
+++,Lorenzo Sierra,Q60617200,2019-01-15,2020-12-31
+++,Mark Finchem,Q26703571,2019-01-15,2020-12-31
+++,Michelle Udall,Q28033832,2019-01-15,2020-12-31
+++,Myron Tsosie,Q60605663,2019-01-15,2020-12-31
->,Nancy Barto,Q16198072,2019-01-14->2019-01-15,2021-01-11->2020-12-31
+++,Noel W. Campbell,Q20090380,2019-01-15,2020-12-31
+++,Pamela Hannley,Q28033826,2019-01-15,2020-12-31
+++,Randall Friese,Q19866055,2019-01-15,2020-12-31
->,Raquel Terán,Q58754907,2019-01-14->2019-01-15,2021-09-28->2020-12-31
+++,Regina Cobb,Q23015903,2019-01-15,2020-12-31
+++,Reginald Bolding,Q26703636,2019-01-15,2020-12-31
+++,Richard C. Andrade,Q26703635,2019-01-15,2020-12-31
+++,Robert Meza,Q7347651,2019-01-15,2020-12-31
->,Rosanna Gabaldón->Rosanna Gabaldon,Q16241820,2013-01-14->2019-01-15,2021-01-11->2020-12-31
+++,Russell Bowers,Q7381374,2019-01-15,2020-12-31
+++,Shawnna Bolick,Q60617380,2019-01-15,2020-12-31
+++,Steve Pierce,Q16145640,2019-04-03,2020-12-31
->,TJ Shope->T. J. Shope,Q7670522,2013-01-14->2019-01-15,2021-01-11->2020-12-31
+++,Tim Dunn,Q48817975,2019-01-15,2020-12-31
+++,Tony Rivero,Q23771426,2019-01-15,2020-12-31
+++,Travis Grantham,Q28033829,2019-01-15,2020-12-31
+++,Walter Blackman,Q60736949,2019-01-15,2020-12-31
->,Warren Petersen,Q16734452,2019-01-14->2019-01-15,2021-01-11->2020-12-31
