item,itemLabel,startDate,endDate
Q323508,Gordon R. England,2003-01-24,2003-10-01
Q1314442,James Loy,2003-10-01,2005-03-01
Q280456,Michael P. Jackson,2005-03-10,2007-10-26
Q7148975,Paul A. Schneider,2008-06-05,2009-02-11
Q6152386,Jane Holl Lute,2009-04-03,2013-04-09
Q7291417,Rand Beers,2013-04-09,2013-09-06
Q29833692,Rafael Borras,2013-09-26,2013-12-23
Q4714600,Alejandro Mayorkas,2013-12-23,2016-10-28
Q29833686,Russell Deyo,2016-11-01,2017-04-04
Q28839617,Elaine Duke,2017-04-10,2018-04-15
Q30106166,Claire Grady,2018-04-16,2019-04-10
Q5238485,David Pekoske,2019-04-11,2019-11-13
Q1738589,Ken Cuccinelli,2019-11-13,2021-01-20
Q5238485,David Pekoske,2021-01-20,2021-06-24
Q106678910,John K. Tien,2021-06-24,
