item,itemLabel,startDate,endDate
Q284230,Arthur F. Burns,1969-01-20,1969-11-05
Q713505,Pat Moynihan,1969-11-05,1970-12-31
Q4980687,Bryce Harlow,1969-11-05,1970-12-09
Q1313779,Robert Finch,1970-06-23,1972-12-15
Q184650,Donald Rumsfeld,1970-12-11,1971-10-15
Q432762,Anne Armstrong,1973-01-19,1974-12-18
Q5246036,Dean Burch,1974-03-08,1974-12-31
Q822359,Kenneth Rush,1974-05-29,1974-09-19
Q28972670,Robert T. Hartmann,1974-08-09,1977-01-20
Q387744,John Marsh,1974-08-09,1977-01-20
Q942318,Rogers Morton,1976-02-02,1976-04-01
Q709641,Edwin Meese,1981-01-20,1985-02-25
Q376765,Clayton Yeutter,1992-02-01,1993-01-20
Q3701575,David Gergen,1993-05-29,1994-06-10
Q959007,Mack McLarty,1994-07-17,1998-06-30
Q4908645,Bill Curry,1995-02-21,1997-01-20
Q706803,Paul Begala,1997-08-17,1999-03-10
Q4766506,Ann Lewis,1999-03-10,2001-01-20
Q289257,Karen Hughes,2001-01-20,2002-07-08
Q5213125,Dan Bartlett,2005-01-05,2007-07-05
Q5334860,Ed Gillespie,2007-07-05,2009-01-20
Q1290431,Pete Rouse,2011-01-13,2014-01-01
Q1290476,John Podesta,2014-01-01,2015-02-13
Q16146870,Steve Bannon,2017-01-20,2017-08-18
Q6386365,Kellyanne Conway,2017-01-20,2020-08-31
Q28606963,Johnny DeStefano,2018-02-09,2019-05-24
Q29468,Republican,2020-03-09,2021-01-12
Q48744354,Derek Lyons,2020-05-20,2021-01-20
Q7613738,Steve Ricchetti,2021-01-20,
Q3275786,Jeffrey Zients,2021-01-20,2022-04-04
