item,itemLabel,startDate,endDate,psid
Q106125055,Tommy Beaudreau,2021-06-23,,Q106125055-42A8CD63-3A45-4D9F-AB66-766A5FA809F6
Q1340268,John Garamendi,1995-08-15,1998-04,Q1340268-1A5EC815-03CD-43CC-BCB7-78899794CCFC
Q16728166,Michael L. Connor,2014-02-27,2017-01-20,Q16728166-D4F6F428-D1F0-42A7-A804-3531A8854AF0
Q28839759,Julie Lillie,2017-01-20,2017-08-01,Q28839759-052CB92F-2C48-422B-90BF-32F6068D20AB
Q29918896,David L. Bernhardt,2017-04-28,2019-01-02,Q29918896-7c71ac9e-09e3-43cf-9b92-274d1165dd8b
Q5235433,David J. Hayes,1999-01-03,2001-01-20,Q5235433-DBB58781-E014-494B-A617-1F68123057F6
Q5235433,David J. Hayes,2009-05-22,2013-06-30,Q5235433-F49B94FF-18FC-4E4F-8790-60DD92118B95
Q6107133,J. Steven Griles,2001-07-12,2004-12-07,Q6107133-90873BBA-EF59-4170-9EAA-681FD378B245
Q6709193,Lynn Scarlett,2005-11-22,2009-05-22,Q6709193-C2DE446C-76C5-4EC7-A106-1ED581898CBC
Q80189052,Katharine MacGregor,2019-09-30,2020-02-25,Q80189052-4B3EF475-ED0C-41DF-9FD7-E626E29F62DA
Q80189052,Katharine MacGregor,2020-02-25,2021-01-20,Q80189052-F6A33EC5-8481-4A1C-895B-104090EFB86D
