item,itemLabel,startDate,endDate
Q14592098,Herb Klein,1969-01-20,1973-07-01
Q15512820,Ken Clawson,1974-01-30,1974-08-09
Q15512820,Ken Clawson,1974-08-09,1974-11-04
Q5549334,Jerry Warren,1974-11-04,1975-08-15
Q28660603,Margita White,1975-08-15,1976-07-12
Q3701575,David Gergen,1976-07-12,1977-01-20
Q5549509,Gerald Rafshoon,1978-07-01,1979-08-14
Q30119617,Frank Ursomarso,1981-02-23,1981-06-17
Q3701575,David Gergen,1981-06-17,1984-01-15
Q30138116,Michael A. McManus Jr.,1984-01-15,1985-02-06
Q149127,Pat Buchanan,1985-02-06,1987-03-01
Q6113515,Jack Koehler,1987-03-01,1987-03-13
Q7816020,Tom Griscom,1987-04-02,1988-07-01
Q6760922,Mari Maseng,1988-07-01,1989-01-20
Q5232912,David Demarest,1989-01-20,1992-08-23
Q3846857,Margaret Tutwiler,1992-08-23,1993-01-20
Q1655924,George Stephanopoulos,1993-01-20,1993-06-07
Q6767735,Mark Gearan,1993-06-07,1995-08-14
Q27861831,Don Baer,1995-08-14,1997-07-31
Q4766506,Ann Lewis,1997-07-31,1999-03-10
Q6680993,Loretta Ucelli,1999-03-10,2001-01-20
Q289257,Karen Hughes,2001-01-20,2001-10-02
Q5213125,Dan Bartlett,2001-10-02,2005-01-05
Q7030302,Nicolle Wallace,2005-01-05,2006-07-24
Q16885948,Kevin Sullivan,2006-07-24,2009-01-20
Q3051424,Ellen Moran,2009-01-20,2009-04-21
Q2020636,Anita Dunn,2009-04-21,2009-11-30
Q5218446,Dan Pfeiffer,2009-11-30,2013-01-25
Q18209402,Jennifer Palmieri,2013-01-25,2015-04-01
Q12066523,Jen Psaki,2015-04-01,2017-01-20
Q27829251,Sean Spicer,2017-01-20,2017-03-06
Q28793980,Mike Dubke,2017-03-06,2017-06-02
Q27829251,Sean Spicer,2017-06-02,2017-07-21
Q4773428,Anthony Scaramucci,2017-07-21,2017-07-31
Q24851563,Hope Hicks,2017-08-16,2018-03-29
Q30122513,Bill Shine,2018-07-05,2019-03-08
Q30015089,Stephanie Grisham,2019-07-01,2020-04-07
Q102036550,Kate Bedingfield,2021-01-20,
