item,itemLabel,startDate,endDate,sourceDate,psid
Q6680993,Loretta Ucelli,1999-03-10,2001-01-20,,Q6680993-4CAC655C-4AA3-4DBC-9DA7-88891DE2BDA6
Q289257,Karen Hughes,2001-01-20,2001-10-02,,Q289257-A3CEF664-B33E-4FE4-9487-C49D94CCA924
Q5213125,Dan Bartlett,2001-10-02,2005-01-05,,Q5213125-7F70A937-BFBA-4689-8D15-E81D5FD36FB1
Q7030302,Nicolle Wallace,2005-01-05,2006-07-24,,Q7030302-D3C9A5F7-204C-4784-A38D-CD806D44503D
Q16885948,Kevin Sullivan,2006-07-24,2009-01-20,,Q16885948-45BD70EB-5A7E-4672-BCA2-16E96B54FDE3
Q3051424,Ellen Moran,2009-01-20,2009-04-21,,Q3051424-1dd867af-471c-851c-c1b3-d8ee5e00594a
Q2020636,Anita Dunn,2009-04-21,2009-11-30,,Q2020636-339BFE38-5FB2-49DC-A84D-637434AAEADE
Q5218446,Dan Pfeiffer,2009-11-30,2013-01-25,2022-06-01,Q5218446-6C10A266-64D4-4B66-BCED-82911643A73F
Q18209402,Jennifer Palmieri,2013-01-25,2015-04-01,,Q18209402-61F09147-9F75-4E5F-BC48-37EDEFC3AB3D
Q12066523,Jen Psaki,2015-04-01,2017-01-20,,Q12066523-925df529-42c2-e918-5498-6451aed11058
Q27829251,Sean Spicer,2017-01-20,2017-03-06,,Q27829251-0dc69b32-42bb-21e3-e9a1-727350407f29
Q28793980,Mike Dubke,2017-03-06,2017-05-30,2022-06-01,Q28793980-4a7db850-4f28-463a-ac96-ab9c920c912c
Q27829251,Sean Spicer,2017-06-02,2017-07-21,,Q27829251-eaa82ccd-465d-4786-0ce3-34d6abf5c7c2
Q4773428,Anthony Scaramucci,2017-07-21,2017-07-31,,Q4773428-51c2e0e5-455d-0fca-6010-7b0666754d06
Q24851563,Hope Hicks,2017-08-16,2018-03-29,,Q24851563-129e9135-41bb-5406-80e9-1d45baa181b8
Q30122513,Bill Shine,2018-07-05,2019-03-08,,Q30122513-43992a29-4c21-17ea-0a5a-90c36e3a0688
Q30015089,Stephanie Grisham,2019-07-01,2020-04-07,,Q30015089-9c753eac-44c2-ce04-236e-c5744ab6ca5a
Q102036550,Kate Bedingfield,2021-01-20,,,Q102036550-ca844e4c-4c07-8533-2c38-b1d2cf48f5d0
