item,itemLabel,startDate,endDate,psid
Q145193,Zalmay Khalilzad,2004-08-17,2005-06-20,Q145193-EE4C5BEB-159D-465A-8241-7C5BC80D708D
Q1708970,Henry A. Byroade,1959,1962,Q1708970-919b9407-4d3a-0155-6de9-3c376850b158
Q348185,James B. Cunningham,2012,2014,Q348185-0ce2b795-4797-250b-b3bc-db7e5469dfd5
Q365323,Adolph Dubs,1978-06-27,1979-02-14,Q365323-15ED4CA3-91BF-40EB-9FD3-B9B423D22B06
Q504559,Karl Eikenberry,2009-04-03,2011-07-25,Q504559-317400FF-30EF-4FEF-B559-4639561196A1
Q6253752,John R. Bass,2017-12-12,,Q6253752-2b5acfcb-40cd-be0c-8822-eb0df22b2504
Q7117418,P. Michael McKinley,2014-12,2016-12-18,Q7117418-88622653-E473-4E1B-B2CA-F00B65197B6C
Q7344346,Robert Finn,2002-03-21,2004-08-01,Q7344346-11765A65-8621-473E-912F-4EEB3223F9E7
Q7364818,Ronald E. Neumann,2005-06-27,2007-04-10,Q7364818-D371DA7A-2049-4613-9E7E-3FF256B4E577
Q7369716,Ross Wilson,2020-01-18,2021-08-31,Q7369716-EE249D5A-ED80-4062-BE60-56419FCB7A4B
Q8005873,William Braucher Wood,2007-03-28,2009-04-09,Q8005873-35983D56-6D4A-4D7E-8594-7F21A56A0808
Q83689081,Angus I. Ward,1952,1956,Q83689081-92577f11-b310-43b4-8724-18337d500b57
Q967329,Ryan Crocker,2009-07-07,2012-07-13,Q967329-2CD33BDE-5B28-412E-91AE-4786F7392225
Q967329,Ryan Crocker,2002-01-02,2002-04-03,Q967329-F4736931-D5A7-4C60-B5AC-4C4534E9F200
