item,itemLabel,startDate,endDate
Q155649,Richard Holbrooke,1999-09-07,2001-01-20
Q348185,James B. Cunningham,2001-01-20,2001-09-19
Q453868,John Negroponte,2001-09-19,2004-07-23
Q1287554,John Danforth,2004-07-23,2005-01-20
Q433742,Anne W. Patterson,2005-01-20,2005-08-02
Q311269,John Bolton,2005-08-02,2006-12-31
Q343856,Alejandro Daniel Wolff,2006-12-31,2007-04-30
Q145193,Zalmay Khalilzad,2007-04-30,2009-01-22
Q50612,Susan Rice,2009-01-26,2013-06-30
Q15429937,Rosemary DiCarlo,2013-06-30,2013-08-05
Q454970,Samantha Power,2013-08-05,2017-01-20
Q6836763,Michele J. Sison,2017-01-20,2017-01-27
Q11668,Nikki Haley,2017-01-27,2018-12-31
Q55615279,Jonathan Cohen,2019-01-01,2019-09-12
Q28871485,Kelly Craft,2019-09-12,2021-01-20
Q21932292,Richard M. Mills Jr.,2021-01-20,2021-02-25
Q19920980,Linda Thomas-Greenfield,2021-02-25,
