item,itemLabel,startDate,endDate,sourceDate,psid
Q5075918,Charles Burson,1999,2001,,Q5075918-52F7F72A-3CF1-4EA6-A802-2EF41729C263
Q380441,Scooter Libby,2001,2005,,Q380441-2326B462-C4F7-482A-86F3-A10A35BE9B89
Q1176453,David Addington,2005,2009,,Q1176453-17985E4D-C053-441A-9F5E-9FF4BB00FD2D
Q649898,Ron Klain,2009-01-20,2011-01-14,,Q649898-31833746-0270-49FA-879B-8E9BC0D925C7
Q4978184,Bruce Reed,2011-01-14,2013-12-01,,Q4978184-7F41A3C8-9CD3-496B-9286-F69E413C1D50
Q7613738,Steve Ricchetti,2013-12-01,2017-01-20,,Q7613738-A336FD13-8891-49FF-BAB4-B85BFDE8E9DE
Q16151025,Nick Ayers,2017,2019,,Q16151025-720CDD9D-6272-477D-9A9B-6C09B974D13E
Q28655388,Josh Pitcock,2017,,,Q28655388-F23B37DC-E764-43E4-A213-09FE848A565D
Q28730226,Marc Short,2019,2021,,Q28730226-D897392E-0867-4E89-A6F8-5FC7178F3D05
Q103782254,Hartina Flournoy,2021-01-20,2022-05-16,,Q103782254-4D88C812-CB95-4E74-B55D-33DBB0ED5592
Q111892345,Lorraine Voles,2022-05-16,,,Q111892345-914A55FE-57B7-4B9A-A3A1-A5837421E39A
