item,itemLabel,startDate,endDate
Q381610,Richard Danzig,1998-11-16,2001-01-20
Q7341743,"Robert B. Pirie, Jr.",2001-01-20,2001-05-24
Q323508,Gordon R. England,2001-05-24,2003-01-30
Q7648121,Susan Livingstone,2003-01-30,2003-02-07
Q5651089,Hansford T. Johnson,2003-02-07,2003-09-30
Q323508,Gordon R. England,2003-10-01,2005-12-29
Q5279322,Dionel M. Aviles,2005-12-29,2006-01-03
Q1239753,Donald C. Winter,2006-01-03,2009-03-13
Q4834044,B. J. Penn,2009-03-13,2009-05-19
Q531247,Ray Mabus,2009-05-19,2017-01-20
Q7441451,Sean Stackley,2017-01-20,2017-08-03
Q29342932,Richard V. Spencer,2017-08-03,2019-07-15
Q41598755,Thomas Modly,2019-07-15,2019-07-31
Q29342932,Richard V. Spencer,2019-07-31,2019-11-24
Q41598755,Thomas Modly,2019-11-24,2020-04-07
Q6133157,James E. McPherson,2020-04-07,2020-05-29
Q42316397,Kenneth Braithwaite,2020-05-29,2021-01-20
Q47333628,Thomas Harker,2021-01-20,2021-08-09
Q107195317,Carlos Del Toro,2021-08-09,
