item,itemLabel,startDate,endDate
Q2592913,Eugene Schuyler,1882-11-10,1884-09-19
Q7962256,Walker Fearn,1884-09-19,1889-10-24
Q4648109,A. Loudon Snowden,1889-10-24,1892-08-25
Q5331592,Eben Alexander,1892-08-25,1897-08-10
Q2976980,William Woodville Rockhill,1897-08-10,1899-04-27
Q4800275,Arthur S. Hardy,1899-04-27,1901-03-02
Q64167177,Charles S. Francis,1901-03-02,1902-12-24
Q87759000,John Brinkerhoff Jackson,1902-12-24,1905-07-13
Q6262502,John W. Riddle,1905-07-13,1907-01-23
Q5901740,Horace G. Knowles,1907-01-23,1909-02-04
Q75356839,John R. Carter,1909-02-04,1911-10-27
Q87759000,John Brinkerhoff Jackson,1911-10-27,1913-10-15
Q28726293,Charles J. Vopicka,1913-10-15,1918-12-17
Q85566057,Robert Rackmales,1992-05,1993-07
Q55316932,Rudolf V. Perina,1993-07,1996-02
Q6503894,Lawrence Butler,1996-02,1996-08
Q3894653,Richard M. Miles,1996-08,1999-03
Q18394899,William Dale Montgomery,2002-01-04,2004-02-29
Q3299608,Michael C. Polt,2004-02-29,2007-07
Q2054872,Cameron Munter,2007-07-26,2010-01-19
Q6779133,Mary Burce Warlick,2009-12-24,2012-09-17
Q26923856,Michael David Kirby,2012-08-03,2016-02-05
Q26923853,Kyle Randolph Scott,2015-09-15,2019-09-27
Q77359082,Anthony Francis Godfrey,2019-09-30,
Q494953,Christopher Robert Hill,2021-10-14,
