item,itemLabel,startDate,endDate
Q6680993,Loretta Ucelli,1999-03-10,2001-01-20
Q289257,Karen Hughes,2001-01-20,2001-10-02
Q5213125,Dan Bartlett,2001-10-02,2005-01-05
Q7030302,Nicolle Wallace,2005-01-05,2006-07-24
Q16885948,Kevin Sullivan,2006-07-24,2009-01-20
Q3051424,Ellen Moran,2009-01-20,2009-04-21
Q2020636,Anita Dunn,2009-04-21,2009-11-30
Q5218446,Dan Pfeiffer,2009-11-30,2013-01-25
Q18209402,Jennifer Palmieri,2013-01-25,2015-04-01
Q12066523,Jen Psaki,2015-04-01,2017-01-20
Q27829251,Sean Spicer,2017-01-20,2017-03-06
Q28793980,Mike Dubke,2017-03-06,2017-06-02
Q27829251,Sean Spicer,2017-06-02,2017-07-21
Q4773428,Anthony Scaramucci,2017-07-21,2017-07-31
Q24851563,Hope Hicks,2017-08-16,2018-03-29
Q30122513,Bill Shine,2018-07-05,2019-03-08
Q30015089,Stephanie Grisham,2019-07-01,2020-04-07
Q102036550,Kate Bedingfield,2021-01-20,
